"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147"
"1",0.000186046569873921,5.98108456833165e-05,6.14135426347939e-05,0.000140443774184225,7.55926575200942e-05,0.000275504142427525,0.000222106040868683,0.000275504142427525,0.00020248341411666,0.000245940040503852,0.000222106040868683,0.000245940040503852,8.09313342887128e-05,4.29844835156737e-05,0.000245940040503852,0.00020248341411666,0.000430896509019519,0.000313147110497672,0.000430896509019519,0.000222106040868683,0.000313147110497672,0.000107504939372782,0.000530667074995257,0.000362704532862078,8.70813948204982e-05,0.000245940040503852,0.000313147110497672,0.265504832593129,0.000186046569873921,0.000313147110497672,0.000275504142427525,0.000430896509019519,0.000430896509019519,0.000430896509019519,0.000245940040503852,0.000362704532862078,0.000530667074995257,0.000172077928900123,0.000362704532862078,0.000313147110497672,0.270006657226433,0.000275504142427525,0.000362704532862078,0.000186046569873921,0.000362704532862078,0.000313147110497672,0.000222106040868683,0.000149611796172262,0.000140443774184225,0.251830817959496,0.000313147110497672,0.000186046569873921,0.000107504939372782,9.42430252987267e-05,0.000313147110497672,0.00020248341411666,0.000245940040503852,0.000102688166846559,0.000313147110497672,0.000140443774184225,0.000222106040868683,0.000275504142427525,0.000125110542048978,0.000275504142427525,0.000140443774184225,0.000149611796172262,0.000149611796172262,0.00020248341411666,0.000132334484069634,0.000362704532862078,5.98108456833165e-05,6.14135426347939e-05,0.000245940040503852,0.000430896509019519,0.000362704532862078,0.000362704532862078,0.000245940040503852,0.000275504142427525,0.000149611796172262,0.000362704532862078,0.000172077928900123,0.000430896509019519,0.000222106040868683,0.000362704532862078,0.000245940040503852,0.000245940040503852,0.000313147110497672,0.000275504142427525,0.000245940040503852,0.000275504142427525,0.000186046569873921,0.000313147110497672,0.000222106040868683,0.000275504142427525,0.000149611796172262,0.000275504142427525,0.000172077928900123,0.000245940040503852,0.000140443774184225,0.000430896509019519,0.000140443774184225,0.000313147110497672,0.000275504142427525,0.000245940040503852,0.00020248341411666,0.000362704532862078,0.000140443774184225,8.70813948204982e-05,8.70813948204982e-05,0.000362704532862078,0.000245940040503852,0.000530667074995257,0.000172077928900123,0.000125110542048978,5.41574962484412e-05,0.000112795829954246,0.000140443774184225,0.000222106040868683,0.000149611796172262,0.000275504142427525,0.000125110542048978,0.000140443774184225,0.000313147110497672,0.000222106040868683,0.000275504142427525,0.000112795829954246,9.82845165418025e-05,0.000245940040503852,0.000125110542048978,0.000222106040868683,0.000186046569873921,0.000275504142427525,0.178862211767337,0.000149611796172262,0.000275504142427525,0.000112795829954246,0.000149611796172262,0.000430896509019519,0.000245940040503852,0.000140443774184225,0.000112795829954246,0.000186046569873921,0.000530667074995257,8.38938039029657e-05,0.000245940040503852,0.000275504142427525,0.000245940040503852
"2",0.000187866253354894,6.03958433424869e-05,6.20142159453325e-05,0.000141817426039573,7.63320138557973e-05,0.000278198792144822,0.000224278414666634,0.000278198792144822,0.000204463863012271,0.000248345529781713,0.000224278414666634,0.000248345529781713,8.17229071309212e-05,4.34049059649809e-05,0.000248345529781713,0.000204463863012271,0.000435111019719732,0.000316209938393252,0.000435111019719731,0.000224278414666634,0.000316209938393252,0.113002339246577,0.000535857421212977,0.000366252071778653,8.79331201479916e-05,0.000248345529781713,0.000316209938393252,0.000435111019719732,0.0932223558973112,0.000316209938393252,0.000278198792144822,0.000435111019719731,0.000435111019719731,0.000435111019719731,0.000248345529781713,0.000366252071778653,0.000535857421212977,0.000173760987958249,0.000366252071778653,0.000316209938393252,0.000316209938393252,0.000278198792144822,0.000366252071778653,0.000187866253354893,0.000366252071778653,0.000316209938393252,0.000224278414666634,0.000151075118577173,0.000141817426039573,5.73999341185595e-05,0.000316209938393252,0.000187866253354894,0.000108556423215952,9.51647970704351e-05,0.0786124172492119,0.000204463863012271,0.000248345529781713,0.000103692538821966,0.000316209938393252,0.000141817426039573,0.000224278414666634,0.000278198792144822,0.000126334222694186,0.000278198792144822,0.000141817426039573,0.000151075118577173,0.000151075118577173,0.000204463863012271,0.00013362882061552,0.000366252071778653,6.03958433424869e-05,6.20142159453325e-05,0.000248345529781713,0.000435111019719732,0.000366252071778653,0.000366252071778653,0.0248453119417888,0.000278198792144822,0.112373437866528,0.000366252071778653,0.000173760987958249,0.000435111019719731,0.000224278414666634,0.000366252071778653,0.000248345529781713,0.000248345529781713,0.000316209938393252,0.000278198792144822,0.000248345529781713,0.000278198792144822,0.000187866253354893,0.000316209938393252,0.000224278414666634,0.000278198792144822,0.000151075118577173,0.000278198792144822,0.000173760987958249,0.000248345529781713,0.000141817426039573,0.000435111019719732,0.000141817426039573,0.000316209938393252,0.110493129614725,0.110934694383813,0.000204463863012271,0.000366252071778653,0.000141817426039573,8.79331201479916e-05,8.79331201479916e-05,0.000366252071778653,0.000248345529781713,0.000535857421212977,0.112037887247202,0.000126334222694186,0.100258123365908,0.000113899062916989,0.000141817426039573,0.000224278414666634,0.000151075118577173,0.000278198792144822,0.000126334222694186,0.000141817426039573,0.000316209938393252,0.000224278414666634,0.000278198792144822,0.000113899062916989,9.92458173134731e-05,0.000248345529781713,0.000126334222694186,0.000224278414666634,0.000187866253354894,0.000278198792144822,0.000366252071778653,0.000151075118577173,0.000278198792144822,0.000113899062916989,0.000151075118577173,0.000435111019719731,0.000248345529781713,0.000141817426039573,0.000113899062916989,0.000187866253354893,0.000535857421212977,8.47143520550849e-05,0.110934694383813,0.000278198792144822,0.000248345529781713
"3",0.00532183940375737,0.00171088193426641,0.00175672688477764,0.00401737700390025,0.00216231873394815,0.00788076233849829,0.00635331616653035,0.00788076233849829,0.00579201332539275,0.00703508481452821,0.00635331616653035,0.00703508481452821,0.00231503093074067,0.00122956589997275,0.00703508481452821,0.00579201332539275,0.0123257420020997,0.00895753484167233,0.0123257420020997,0.00635331616653035,0.00895753484167233,0.00307516565793357,0.0151796668538435,0.0103751188544616,0.00249095266095976,0.00703508481452821,0.00895753484167233,0.0123257420020997,0.00532183940375737,0.00895753484167233,0.00788076233849829,0.0123257420020997,0.0123257420020997,0.0123257420020997,0.00703508481452821,0.0103751188544616,0.0151796668538435,0.00492226813511386,0.0103751188544616,0.00895753484167233,0.00895753484167233,0.00788076233849829,0.0103751188544616,0.00532183940375737,0.0103751188544616,0.00895753484167233,0.00635331616653035,0.00427962715290066,0.00401737700390025,0.00162601438901411,0.00895753484167233,0.00532183940375737,0.00307516565793357,0.00269581022592328,0.00895753484167233,0.00579201332539275,0.00703508481452821,0.00293738246823883,0.00895753484167233,0.00401737700390025,0.00635331616653035,0.00788076233849829,0.00357877177178221,0.00788076233849829,0.00401737700390025,0.00427962715290066,0.00427962715290066,0.00579201332539275,0.00378541175080487,0.0103751188544616,0.00171088193426641,0.00175672688477764,0.00703508481452821,0.0123257420020997,0.0103751188544616,0.0103751188544616,0.00703508481452821,0.00788076233849829,0.00427962715290066,0.0103751188544616,0.00492226813511386,0.0123257420020997,0.00635331616653035,0.0103751188544616,0.00703508481452821,0.00703508481452821,0.00895753484167233,0.00788076233849829,0.00703508481452821,0.00788076233849829,0.00532183940375737,0.00895753484167233,0.00635331616653035,0.00788076233849829,0.00427962715290066,0.00788076233849829,0.00492226813511386,0.00703508481452821,0.00401737700390025,0.0123257420020997,0.00401737700390025,0.00895753484167233,0.00788076233849829,0.00703508481452821,0.00579201332539275,0.0103751188544616,0.00401737700390025,0.00249095266095976,0.00249095266095976,0.0103751188544616,0.00703508481452821,0.0151796668538435,0.00492226813511386,0.00357877177178221,0.0015491685642961,0.00322651093668008,0.00401737700390025,0.00635331616653035,0.00427962715290066,0.00788076233849829,0.00357877177178221,0.00401737700390025,0.00895753484167233,0.00635331616653035,0.00788076233849829,0.00322651093668008,0.00281141658922209,0.00703508481452821,0.00357877177178221,0.00635331616653035,0.00532183940375737,0.00788076233849829,0.0103751188544616,0.00427962715290066,0.00788076233849829,0.00322651093668008,0.00427962715290066,0.0123257420020997,0.00703508481452821,0.00401737700390025,0.00322651093668008,0.00532183940375737,0.0151796668538435,0.00239977201216049,0.00703508481452821,0.00788076233849829,0.00703508481452821
"4",0.000141856244732672,4.5604398773223e-05,4.68264184596658e-05,0.000107085158384584,5.76376685279949e-05,0.000210065593144494,0.000169350764765102,0.000210065593144494,0.000154388961681503,0.000187523643133654,0.000169350764765102,0.000187523643133654,6.1708287184125e-05,3.27746833356782e-05,0.000187523643133654,0.000154388961681503,0.000328548710569347,0.000238767493397971,0.000328548710569347,0.000169350764765102,0.000238767493397971,8.19700519067408e-05,0.00040462148005799,0.000276553891932541,0.196733000280734,0.000187523643133654,0.000238767493397971,0.000328548710569347,0.000141856244732672,0.000238767493397971,0.000210065593144494,0.000328548710569347,0.000328548710569347,0.000328548710569347,0.000187523643133654,0.000276553891932541,0.00040462148005799,0.000131205476197112,0.000276553891932541,0.000238767493397971,0.000238767493397971,0.000210065593144494,0.000276553891932541,0.000141856244732672,0.000276553891932541,0.000238767493397971,0.000169350764765102,0.000114075564989398,0.000107085158384584,4.33422126462475e-05,0.000238767493397971,0.000141856244732672,8.19700519067409e-05,7.1858146431742e-05,0.000238767493397971,0.000154388961681503,0.000187523643133654,7.82973732716838e-05,0.000238767493397971,0.000107085158384584,0.000169350764765102,0.000210065593144494,9.53939203693148e-05,0.000210065593144494,0.000107085158384584,0.000114075564989398,0.000114075564989398,0.000154388961681503,0.000100902010563675,0.000276553891932541,4.5604398773223e-05,4.68264184596658e-05,0.000187523643133654,0.000328548710569347,0.000276553891932541,0.000276553891932541,0.000187523643133654,0.000210065593144494,0.000114075564989398,0.000276553891932541,0.000131205476197112,0.000328548710569347,0.000169350764765102,0.189308900045507,0.000187523643133654,0.000187523643133654,0.000238767493397971,0.000210065593144494,0.000187523643133654,0.000210065593144494,0.000141856244732672,0.000238767493397971,0.000169350764765102,0.000210065593144494,0.000114075564989398,0.000210065593144494,0.194443559731084,0.000187523643133654,0.000107085158384584,0.000328548710569347,0.000107085158384584,0.000238767493397971,0.000210065593144494,0.000187523643133654,0.000154388961681503,0.000276553891932541,0.000107085158384584,0.196733000280734,0.196733000280734,0.000276553891932541,0.000187523643133654,0.00040462148005799,0.000131205476197112,9.53939203693149e-05,4.12938494223995e-05,8.60042346905809e-05,0.000107085158384584,0.000169350764765102,0.000114075564989398,0.000210065593144494,9.53939203693149e-05,0.000107085158384584,0.000238767493397971,0.000169350764765102,0.000210065593144494,8.60042346905809e-05,7.49396908603827e-05,0.000187523643133654,9.53939203693149e-05,0.000169350764765102,0.000141856244732672,0.000210065593144494,0.000276553891932541,0.000114075564989398,0.000210065593144494,8.60042346905809e-05,0.000114075564989398,0.000328548710569347,0.000187523643133654,0.000107085158384584,8.60042346905809e-05,0.000141856244732672,0.00040462148005799,6.3967102355495e-05,0.000187523643133654,0.000210065593144494,0.000187523643133654
"5",0.000159573307311645,5.13001366553604e-05,5.26747798607625e-05,0.000120459504053711,6.48362954346989e-05,0.00023630162714105,0.000190501741253973,0.00023630162714105,0.00017367129148495,0.000210944311900806,0.000190501741253973,0.000210944311900806,6.94153119100557e-05,3.68680605201548e-05,0.000210944311900806,0.00017367129148495,0.123880230712181,0.125931717208669,0.000369582632455321,0.12751787838923,0.000268588236434898,9.22076592956168e-05,0.00045515647128445,0.000311093947740876,7.46902573169442e-05,0.000210944311900806,0.000268588236434898,0.000369582632455321,0.000159573307311645,0.000268588236434898,0.00023630162714105,0.000369582632455321,0.000369582632455321,0.000369582632455321,0.000210944311900806,0.000311093947740876,0.00045515647128445,0.000147592316528808,0.000311093947740876,0.000268588236434898,0.000268588236434898,0.126587551052859,0.000311093947740876,0.000159573307311645,0.000311093947740876,0.000268588236434898,0.000190501741253973,0.000128322973888862,0.000120459504053711,4.87554159578946e-05,0.000268588236434898,0.000159573307311645,9.22076592956168e-05,8.0832832597581e-05,0.000268588236434898,0.00017367129148495,0.000210944311900806,8.80762833551829e-05,0.000268588236434898,0.000120459504053711,0.000190501741253973,0.00023630162714105,0.000107308094891711,0.00023630162714105,0.000120459504053711,0.000128322973888862,0.000128322973888862,0.00017367129148495,0.00011350411517225,0.000311093947740876,5.13001366553604e-05,5.26747798607625e-05,0.000210944311900806,0.000369582632455321,0.000311093947740876,0.000311093947740876,0.000210944311900806,0.00023630162714105,0.000128322973888862,0.000311093947740876,0.000147592316528808,0.000369582632455321,0.000190501741253973,0.000311093947740876,0.084805402114785,0.000210944311900806,0.000268588236434898,0.126587551052859,0.000210944311900806,0.00023630162714105,0.000159573307311645,0.000268588236434898,0.000190501741253973,0.00023630162714105,0.000128322973888862,0.00023630162714105,0.000147592316528808,0.127102631016227,0.000120459504053711,0.000369582632455321,0.000120459504053711,0.000268588236434898,0.00023630162714105,0.000210944311900806,0.00017367129148495,0.000311093947740876,0.000120459504053711,7.46902573169442e-05,7.46902573169442e-05,0.000311093947740876,0.000210944311900806,0.00045515647128445,0.000147592316528808,0.000107308094891711,4.64512234648468e-05,9.67456892591916e-05,0.000120459504053711,0.000190501741253973,0.000128322973888862,0.00023630162714105,0.000107308094891711,0.000120459504053711,0.000268588236434898,0.000190501741253973,0.00023630162714105,9.67456892591916e-05,8.42992449295347e-05,0.000210944311900806,0.000107308094891711,0.000190501741253973,0.000159573307311645,0.00023630162714105,0.000311093947740876,0.000128322973888862,0.00023630162714105,0.129422333311584,0.000128322973888862,0.000369582632455321,0.000210944311900806,0.000120459504053711,9.67456892591916e-05,0.000159573307311645,0.00045515647128445,7.19562406381529e-05,0.000210944311900806,0.00023630162714105,0.000210944311900806
"6",0.000196862489432166,6.32879820586861e-05,6.49838526779993e-05,0.000148608550159737,7.99872781975159e-05,0.0669949479050455,0.000235018297585181,0.000291520727116395,0.000214254898645769,0.000260237899884134,0.000235018297585181,0.000260237899884134,8.56363218732803e-05,4.54834100816045e-05,0.000260237899884134,0.0124702753973413,0.000455946914316655,0.000331352089817285,0.000455946914316655,0.000235018297585181,0.000331352089817285,0.000113754798089113,0.00056151769696183,0.0333147410465498,9.21439195530776e-05,0.000260237899884134,0.000331352089817285,0.000455946914316655,0.000196862489432166,0.0666715063063216,0.000291520727116395,0.000455946914316655,0.000455946914316655,0.000455946914316655,0.000260237899884134,0.00038379056015893,0.00056151769696183,0.000182081773840637,0.00038379056015893,0.000331352089817285,0.000331352089817285,0.000291520727116395,0.00038379056015893,0.000196862489432166,0.00038379056015893,0.000331352089817285,0.000235018297585181,0.000158309560143188,0.000148608550159737,6.01486095668049e-05,0.000331352089817285,0.000196862489432166,0.000113754798089113,9.97218953539363e-05,0.000331352089817285,0.000214254898645769,0.000260237899884134,0.000108657999845623,0.000331352089817285,0.000148608550159737,0.000235018297585181,0.000291520727116395,0.000132383912149847,0.000291520727116395,0.000148608550159737,0.000158309560143188,0.000158309560143188,0.000214254898645769,0.000140027822008887,0.0662456915329406,6.32879820586861e-05,6.49838526779993e-05,0.000260237899884134,0.0656597621304716,0.00038379056015893,0.0662456915329406,0.0523625874604757,0.000291520727116395,0.000158309560143188,0.00038379056015893,0.000182081773840637,0.000455946914316655,0.000235018297585181,0.00038379056015893,0.000260237899884134,0.0672489730492161,0.0666715063063216,0.000291520727116395,0.000260237899884134,0.0669949479050455,0.000196862489432166,0.000331352089817285,0.000235018297585181,0.000291520727116395,0.000158309560143188,0.000291520727116395,0.000182081773840637,0.000260237899884134,0.000148608550159737,0.0656597621304716,0.000148608550159737,0.000331352089817285,0.000291520727116395,0.000260237899884134,0.000214254898645769,0.00038379056015893,0.000148608550159737,9.21439195530776e-05,9.21439195530776e-05,0.0662456915329406,0.000260237899884134,0.00056151769696183,0.000182081773840637,0.000132383912149847,5.73059720483232e-05,0.000119353277501477,0.000148608550159737,0.000235018297585181,0.000158309560143188,0.0253053059188398,0.000132383912149847,0.000148608550159737,0.000331352089817285,0.000235018297585181,0.0669949479050455,0.0683929948553803,0.000103998340910924,0.000260237899884134,0.000132383912149847,0.000235018297585181,0.000196862489432166,0.000291520727116395,0.00038379056015893,0.000158309560143188,0.000291520727116395,0.000119353277501477,0.000158309560143188,0.000455946914316655,0.000260237899884134,0.000148608550159737,0.000119353277501477,0.000196862489432166,0.00056151769696183,8.87710162862124e-05,0.000260237899884134,0.000291520727116395,0.0449193946661054
"7",0.00018041785314191,5.80013078451205e-05,5.95555162533625e-05,0.000136194740073071,0.269504107222718,0.000267168945614861,0.316871583350038,0.000267168945614861,0.000196357411461703,0.000238499286170172,0.00021538636853414,0.000238499286170172,7.8482809944708e-05,4.16840162093133e-05,0.000238499286170172,0.14453648345045,0.000417860018254185,0.000303673050418877,0.000417860018254185,0.00021538636853414,0.000303673050418877,0.000104252448066807,0.000514612091309304,0.00035173114553072,8.4446804435923e-05,0.000238499286170172,0.000303673050418877,0.000417860018254185,0.00018041785314191,0.000303673050418877,0.000267168945614861,0.000417860018254185,0.000417860018254185,0.000417860018254185,0.000238499286170172,0.00035173114553072,0.000514612091309304,0.000166871824222857,0.00035173114553072,0.000303673050418877,0.000303673050418877,0.000267168945614861,0.00035173114553072,0.00018041785314191,0.00035173114553072,0.000303673050418877,0.00021538636853414,0.000145085389579592,0.000136194740073071,5.5124178500512e-05,0.000303673050418877,0.00018041785314191,0.000104252448066807,9.13917644894906e-05,0.000303673050418877,0.000196357411461704,0.000238499286170172,9.95814038285652e-05,0.000303673050418877,0.000136194740073071,0.00021538636853414,0.000267168945614861,0.000121325404801571,0.235938635563663,0.000136194740073071,0.000145085389579592,0.000145085389579592,0.000196357411461703,0.000128330791202791,0.00035173114553072,5.80013078451205e-05,5.95555162533625e-05,0.000238499286170172,0.000417860018254185,0.00035173114553072,0.00035173114553072,0.000238499286170172,0.000267168945614861,0.000145085389579592,0.00035173114553072,0.000166871824222857,0.000417860018254185,0.00021538636853414,0.00035173114553072,0.000238499286170172,0.000238499286170172,0.000303673050418877,0.000267168945614861,0.000238499286170172,0.000267168945614861,0.00018041785314191,0.000303673050418877,0.00021538636853414,0.000267168945614861,0.000145085389579592,0.000267168945614861,0.000166871824222857,0.000238499286170172,0.000136194740073071,0.000417860018254185,0.000136194740073071,0.000303673050418877,0.000267168945614861,0.000238499286170172,0.000196357411461703,0.00035173114553072,0.000136194740073071,8.4446804435923e-05,8.4446804435923e-05,0.00035173114553072,0.000238499286170172,0.000514612091309304,0.000166871824222857,0.000121325404801571,5.25189967829363e-05,0.00010938326623004,0.000136194740073071,0.00021538636853414,0.000145085389579592,0.000267168945614861,0.000121325404801571,0.000136194740073071,0.000303673050418877,0.00021538636853414,0.000267168945614861,0.00010938326623004,9.53109830704174e-05,0.000238499286170172,0.000121325404801571,0.00021538636853414,0.00018041785314191,0.000267168945614861,0.00035173114553072,0.000145085389579592,0.000267168945614861,0.00010938326623004,0.000145085389579592,0.000417860018254185,0.000238499286170172,0.000136194740073071,0.00010938326623004,0.00018041785314191,0.000514612091309304,8.13556519872346e-05,0.000238499286170172,0.000267168945614861,0.000238499286170172
"8",0.000209401879705079,6.73191853057245e-05,6.91230764199998e-05,0.285491027926627,8.50821629624083e-05,0.000310089486357934,0.000249988067413839,0.000310089486357934,0.000227902119097731,0.000276814062259521,0.000249988067413839,0.000276814062259521,9.10910291900639e-05,4.83805299524406e-05,0.000276814062259521,0.000227902119097731,0.000484988995003729,0.000352457955053211,0.000484988995003728,0.000249988067413839,0.000352457955053211,0.000121000545172624,0.000597284234140453,0.000408236556096369,9.80131360395941e-05,0.000276814062259521,0.000352457955053211,0.000484988995003729,0.000209401879705079,0.000352457955053211,0.000310089486357934,0.000484988995003728,0.000484988995003729,0.000484988995003729,0.000276814062259521,0.000408236556096369,0.000597284234140453,0.000193679688864254,0.000408236556096369,0.000352457955053211,0.000352457955053211,0.000310089486357934,0.000408236556096369,0.000209401879705079,0.000408236556096369,0.000352457955053211,0.225871141503147,0.000168393275757547,0.000158074348411703,6.39798467512313e-05,0.000352457955053211,0.000209401879705079,0.000121000545172624,0.000106073800016955,0.000352457955053211,0.000227902119097731,0.000276814062259521,0.0001155791003065,0.000352457955053211,0.000158074348411703,0.000249988067413839,0.000310089486357934,0.000140816262797703,0.000310089486357934,0.000158074348411703,0.000168393275757547,0.000168393275757547,0.000227902119097731,0.000148947060581457,0.000408236556096369,6.73191853057245e-05,6.91230764199998e-05,0.449975056016746,0.000484988995003729,0.000408236556096369,0.000408236556096369,0.000276814062259521,0.000310089486357934,0.000168393275757547,0.000408236556096368,0.000193679688864254,0.000484988995003728,0.000249988067413839,0.000408236556096369,0.000276814062259521,0.000276814062259521,0.000352457955053211,0.000310089486357934,0.000276814062259521,0.000310089486357934,0.000209401879705079,0.000352457955053211,0.000249988067413839,0.000310089486357934,0.000168393275757547,0.000310089486357934,0.000193679688864254,0.000276814062259521,0.000158074348411703,0.000484988995003729,0.000158074348411703,0.000352457955053211,0.000310089486357934,0.000276814062259521,0.000227902119097731,0.000408236556096369,0.000158074348411703,9.80131360395941e-05,9.80131360395941e-05,0.000408236556096369,0.000276814062259521,0.000597284234140453,0.000193679688864254,0.000140816262797703,6.09561440569942e-05,0.000126955626386017,0.000158074348411703,0.000249988067413839,0.000168393275757547,0.000310089486357934,0.000140816262797703,0.000158074348411703,0.000352457955053211,0.000249988067413839,0.000310089486357934,0.000126955626386017,0.000110622638857065,0.000276814062259521,0.000140816262797703,0.000249988067413839,0.000209401879705079,0.000310089486357934,0.000408236556096369,0.000168393275757547,0.000310089486357934,0.000126955626386017,0.000168393275757547,0.000484988995003729,0.000276814062259521,0.000158074348411703,0.000126955626386017,0.000209401879705079,0.000597284234140453,9.44253916898086e-05,0.000276814062259521,0.000310089486357934,0.000276814062259521
